Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
Bronze,Croydon is Burning,Neshaminy Creek Brewing Co.,Croydon,Bucks,PA,Smoke Beer,2016,65
Bronze,Shotgun Betty,Lonerider Brewing Co.,Raleigh,Levy,NC,South German-Style Hefeweizen,2016,111
Bronze,GAZPROM!,Lion Bridge Brewing Co.,Cedar Rapids,Linn,IA,Specialty Beer,2016,54
Bronze,Creme de Peche,The Commons Brewery,Portland,Ashley,OR,Specialty Saison,2016,92
Bronze,Good Mooed Milk Stout,Railtown Brewing Co.,Dutton,Jackson,MI,Sweet Stout or Cream Stout,2016,71
Bronze,Churchville Lager,Neshaminy Creek Brewing Co.,Croydon,Bucks,PA,Vienna-Style Lager,2016,67
Bronze,Rye Robustito,Drake's Brewing Co.,San Leandro,Alameda,CA,Wood- and Barrel-Aged Beer,2016,66
Bronze,Angelina,Brewery Vivant,Grand Rapids,Kent,MI,Wood- and Barrel-Aged Sour Beer,2016,64
Bronze,15th Anniversary Ale,Island Brewing Co.,Carpinteria,Santa Barbara,CA,Wood- and Barrel-Aged Strong Beer,2016,159
Bronze,Little Nonsense,Verboten Brewing,Loveland,Larimer,CO,Wood- and Barrel-Aged Strong Stout,2016,131
Gold,La Muerta,Freetail Brewing Co.,San Antonio,Conejos,TX,Aged Beer,2017,26
Gold,Saison Du Bois,Lynnwood Brewing Concern - Production Facility,Raleigh,Levy,NC,American-Belgo-Style Ale,2017,53
Gold,Auburn Lager,Mad Anthony Brewing Co.,Fort Wayne,Allen,IN,American-Style Amber Lager,2017,70
Gold,F-Town Amber,Copper Club Brewing Co.,Fruita,Mesa,CO,American-Style Amber/Red Ale,2017,90
Gold,Hoppa Emeritus,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,American-Style Black Ale,2017,54
Gold,Bull Creek Brown Ale,Springfield Brewing Co.,Springfield,Conway,MO,American-Style Brown Ale,2017,90
Gold,Buckle Bunny,Eureka Heights Brewing Co.,Houston,Matanuska-Susitna,TX,American-Style Cream Ale,2017,92
Gold,Razz Against the Machine,Little Machine,Denver,Denver,CO,American-Style Fruit Beer,2017,145
Gold,Prairie Madness,Hailstorm Brewing Co.,Tinley Park,Cook,IL,American-Style India Pale Ale,2017,408
Gold,Mexican Lager,Lone Tree Brewing Co.,Lone Tree,Douglas,CO,American-Style Lager or Malt Liquor,2017,75
Gold,Monterey Street,Central Coast Brewing Co.,San Luis Obispo,San Luis Obispo,CA,American-Style Pale Ale,2017,199
Gold,Rocket 100,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,American-Style Pilsener or International-Style Pilsener,2017,98
Gold,DAM Wild: Hops and Lemon Verbena,Flat Tail Brewing Co.,Corvallis,Ravalli,OR,American-Style Sour Ale,2017,35
Gold,Cholo Stout,Marble Brewery - Mav Lab,Albuquerque,Bernalillo,NM,American-Style Stout,2017,60
Gold,Hubert MPA,Melvin Brewing,Alpine,Apache,WY,American-Style Strong Pale Ale,2017,182
Gold,Sweet As Pacific Ale,GoodLife Brewing Co.,Bend,Tehama,OR,American-Style Wheat Beer,2017,39
Gold,Fuzztail,Sunriver Brewing,Sunriver,Deschutes,OR,American-Style Wheat Beer With Yeast,2017,52
Gold,Triumvirate,Reuben's Brews Taproom,Seattle,King,WA,Australian-Style or International-Style Pale Ale,2017,105
Gold,Public Enemy Baltic Porter,Dust Bowl Brewing Co.,Turlock,Stanislaus,CA,Baltic-Style Porter,2017,48
Gold,Shipfaced,Silver Harbor Brewing Co.,Saint Joseph,Champaign,MI,Barley Wine-Style Ale,2017,49
Gold,Grisette Summer Ale,Sly Fox Brewing Co.,Pottstown,Montgomery,PA,Belgian- and French-Style Ale,2017,53
Gold,Squatters Hell's Keep,Utah Brewers Cooperative,Salt Lake City,Salt Lake,UT,Belgian-Style Blonde Ale or Pale Ale,2017,64
Gold,#QuadGoals,515 Brewing Co.,Clive,Polk,IA,Belgian-Style Dubbel or Quadrupel,2017,75
Gold,Blood Orange Wit,Refuge Brewery,Temecula,Riverside,CA,Belgian-Style Fruit Beer,2017,58
Gold,El Sur,Casa Agria Specialty Ales,Oxnard,Ventura,CA,Belgian-Style Lambic or Sour Ale,2017,77
Gold,Amandus,Lazarus Brewing Co.,Austin,Lonoke,TX,Belgian-Style Strong Specialty Ale,2017,74
Gold,Tripel Dog Dare,Big Dog's Brewing Co.,Las Vegas,Clark,NV,Belgian-Style Tripel,2017,77
Gold,Wild Wacky Wit,Moon River Brewing Co.,Savannah,Chatham,GA,Belgian-Style Witbier,2017,78
Gold,Kalliope,Captain Fatty's,Goleta,Santa Barbara,CA,Berliner-Style Weisse,2017,72
Gold,Low Boy,On Tour Brewing Co.,Chicago,Cook,IL,Bock,2017,36
Gold,Velvet Revolution,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,Bohemian-Style Pilsener,2017,93
Gold,Fancy Pants,Jessup Farm Barrel House,Fort Collins,Larimer,CO,Brett Beer,2017,71
Gold,Porter,Back East Brewing,Bloomfield,Sonoma,CT,Brown Porter,2017,57
Gold,Ghost Pepper Imperial Stout,ZwanzigZ Brewing,Columbus,Muscogee,IN,Chili Beer,2017,98
Gold,Imperial Smoked Porter With Cacao Nibs,Joseph James Brewing Co.,Henderson,Baxter,NV,Chocolate Beer,2017,62
Gold,Mr. Kite's Pale Ale,Social Kitchen & Brewery,San Francisco,San Francisco,CA,Classic English-Style Pale Ale,2017,30
Gold,Bearded Seal,Pinthouse Pizza North,Austin,Lonoke,TX,Classic Irish-Style Dry Stout,2017,30
Gold,Saison,Funkwerks,Fort Collins,Larimer,CO,Classic Saison,2017,103
Gold,Heritage Coffee Brown Ale,Alaskan Brewing Co.,Juneau,Juneau,AK,Coffee Beer,2017,89
Gold,Speargun Coffee Milk Stout,Snake River Brewing Co.,Jackson,Clarke,WY,Coffee Stout or Porter,2017,114
Gold,Mischievous Black,Six Ten Brewing,Tampa,Hillsborough,FL,Dark Lager,2017,74
Gold,Dortmunder,Lupulin Brewing,Big Lake,Matanuska-Susitna,MN,Dortmunder or German-Style Oktoberfest,2017,56
Gold,Hop Donkey,Auburn Alehouse,Auburn,Lee,CA,Double Red Ale,2017,72
Gold,Boulder Garden Brown,Orlison Brewing Co.,Airway Heights,Spokane,WA,English-Style Brown Ale,2017,63
Gold,Punjabi,CooperSmith's Pub & Brewing,Fort Collins,Larimer,CO,English-Style India Pale Ale,2017,41
Gold,Hold the Reins,Brink Brewing Co.,Cincinnati,Appanoose,OH,English-Style Mild Ale,2017,44
Gold,Organic California Blonde Ale,Eel River Brewing Co.,Fortuna,Humboldt,CA,English-Style Summer Ale,2017,41
Gold,Source Series Opuntia,Carolina Bauernhaus Ales,Anderson,Lauderdale,SC,Experimental Beer,2017,94
Gold,Correspondent,Wander Brewing,Bellingham,Norfolk,WA,Export Stout,2017,48
Gold,14° ESB,Bent Paddle Brewing Co.,Duluth,Gwinnett,MN,Extra Special Bitter,2017,73
Gold,C Porter,LauderAle,Fort Lauderdale,Broward,FL,Field Beer,2017,87
Gold,Wet Hop Melvin,Melvin Brewing Co.,Alpine,Apache,WY,Fresh or Wet Hop Ale,2017,44
Gold,Sierra Blanca Cherry Wheat,Sierra Blanca Brewing Co.,Moriarty,Torrance,NM,Fruit Wheat Beer,2017,90
Gold,Zoned AG Apricot,Corralitos Brewing Co.,Watsonville,Santa Cruz,CA,Fruited Wood- and Barrel-Aged Sour Beer,2017,122
Gold,Glacier Ale,Red Lodge Ales Brewing Co.,Red Lodge,Carbon,MT,German-Style Altbier,2017,53
Gold,Wobblor,Crooked Lane Brewing Co.,Auburn,Lee,CA,German-Style Doppelbock or Eisbock,2017,51
Gold,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,Norfolk,WA,German-Style Koelsch,2017,154
Gold,Asheville Lager,Wedge Brewing Co.,Asheville,Buncombe,NC,German-Style Maerzen,2017,122
Gold,Zoigl-Pils,Zoiglhaus Brewing Co.,Portland,Ashley,OR,German-Style Pilsener,2017,145
Gold,AlpenGlow,Fat Head's Brewery & Saloon,North Olmsted,Cuyahoga,OH,German-Style Wheat Ale,2017,41
Gold,Dark Ale,Ground Breaker Brewing,Portland,Ashley,OR,Gluten-Free Beer,2017,33
Gold,Boone Creek Blonde,Appalachian Mountain Brewery - Portsmouth,Portsmouth,Shelby,NH,Golden or Blonde Ale,2017,126
Gold,Lemon Balm and Beets Wheat,New Sarum Brewing,Salisbury,Wicomico,NC,Herb and Spice Beer,2017,145
Gold,Waverly Tulip,Square Peg Brewerks,Alamosa,Alamosa,CO,Historical Beer,2017,40
Gold,Orange Blossom Common,Karl Strauss Brewing Co. - Carlsbad,Carlsbad,San Diego,CA,Honey Beer,2017,69
Gold,Manta Ray,Ballast Point Brewing Co.,San Diego,San Diego,CA,Imperial India Pale Ale,2017,221
Gold,Cinder Beast,Sunriver Brewing,Sunriver,Deschutes,OR,Imperial Red Ale,2017,41
Gold,The Russian,2SP Brewing Co.,Aston,#N/A,PA,Imperial Stout,2017,80
Gold,Ridgetop Red,Silver City Brewery,Bremerton,Kitsap,WA,Irish-Style Red Ale,2017,80
Gold,Zwickelbier,Red Rock Brewing Co. - Production,Salt Lake City,Salt Lake,UT,Kellerbier or Zwickelbier,2017,54
Gold,Mermaid's Scorn,Benchtop Brewing Co.,Norfolk,Litchfield,VA,Leipzig-Style Gose or Contemporary Gose,2017,96
Gold,Super Awesome Lager,Austin Beerworks,Austin,Lonoke,TX,Light Lager,2017,45
Gold,Galaxy Dry Hopped Funk Yo Couch,Wiley Roots Brewing Co.,Greeley,Weld,CO,Mixed-Culture Brett Beer,2017,65
Gold,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,Norfolk,WA,Munich-Style Dunkel or European-Style Dark Lager,2017,47
Gold,Penn Gold,Pennsylvania Brewing Co.,Pittsburgh,Allegheny,PA,Munich-Style Helles,2017,105
Gold,Wall of Sound,Stereo Brewing Co.,Placentia,Orange,CA,Oatmeal Stout,2017,57
Gold,10&2 Barleywine,Fifty West Brewing Co.,Cincinnati,Appanoose,OH,Old Ale or Strong Ale,2017,43
Gold,Three Tun,Brew Hub,Lakeland,Polk,FL,Ordinary or Special Bitter,2017,34
Gold,Witty Moron,Stone Brewing World Bistro & Gardens - Liberty Station,San Diego,San Diego,CA,Other Belgian-Style Ale,2017,42
Gold,Imperial Cream Ale,Nexus Brewery,Albuquerque,Bernalillo,NM,Other Strong Beer,2017,40
Gold,Saint Arnold Pumpkinator,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,Pumpkin/Squash Beer or Pumpkin Spice Beer,2017,66
Gold,Tabula Rasa Toasted Porter,Second Chance Beer Co.,San Diego,San Diego,CA,Robust Porter,2017,97
Gold,Unite the Clans,Third Space Brewing,Milwaukee,Milwaukee,WI,Rye Beer,2017,49
Gold,Real Heavy,Real Ale Brewing Co.,Blanco,San Juan,TX,Scotch Ale,2017,70
Gold,Taildragger's Clan-Destine,Saddle Mountain Brewing Co.,Goodyear,Maricopa,AZ,Scottish-Style Ale,2017,53
Gold,Guillaume,Pizza Port Ocean Beach,San Diego,San Diego,CA,Session Beer,2017,40
Gold,Rome City IPA,Brew Hub,Lakeland,Polk,FL,Session India Pale Ale,2017,130
Gold,So long and thank's for all the (smoked) fish!,The Sandlot Brewery at Coors Field,Denver,Denver,CO,Smoke Beer,2017,62
Gold,Hefeweizen,Gordon Biersch Brewery Restaurant - Navy Yard,Broomfield,Broomfield,CO,South German-Style Hefeweizen,2017,128
Gold,Barrel Aged Sweet Potato Soufflé Rye,Odd Side Ales,Grand Haven,Ottawa,MI,Specialty Beer,2017,42
Gold,Rye Saison,Base Camp Brewing Co.,Portland,Ashley,OR,Specialty Saison,2017,81
Gold,Oatmeal Milk Stout,Finkel & Garf Brewing Co.,Boulder,Boulder,CO,Sweet Stout or Cream Stout,2017,69
Gold,Gustav,Taft's Ale House,Cincinnati,Appanoose,OH,Vienna-Style Lager,2017,87
Gold,Porter Aged on Palo Santo Wood,Spellbound Brewing,Mount Holly,Union,NJ,Wood- and Barrel-Aged Beer,2017,70
Gold,Plum Creek Sour,Rockyard American Grill & Brewing Co.,Castle Rock,Douglas,CO,Wood- and Barrel-Aged Sour Beer,2017,86
Gold,Hurly Burly Port Barrel Aged Barleywine,Out of Bounds Brewing Co.,Rocklin,Placer,CA,Wood- and Barrel-Aged Strong Beer,2017,175
Gold,Medianoche,WeldWerks Brewing Co.,Greeley,Weld,CO,Wood- and Barrel-Aged Strong Stout,2017,154
Silver,Solzhenitsyn,Iron Hill Brewery & Restaurant - Media,Media,Henderson,PA,Aged Beer,2017,26
Silver,Klipspringer,Metazoa Brewing Co.,Indianapolis,Marion,IN,American-Belgo-Style Ale,2017,53
Silver,Shiner Bock,Spoetzl Brewery,Shiner,Lavaca,TX,American-Style Amber Lager,2017,70
Silver,Legally Red,Second Chance Beer Co.,San Diego,San Diego,CA,American-Style Amber/Red Ale,2017,90
Silver,Black 28,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,American-Style Black Ale,2017,54
Silver,FRB Brown,Fort Rock Brewing,Rancho Cordova,Sacramento,CA,American-Style Brown Ale,2017,90
Silver,Canü,Uberbrew,Billings,Christian,MT,American-Style Cream Ale,2017,92
Silver,The Mesa,Cismontane Brewing Co.,Santa Ana,Orange,CA,American-Style Fruit Beer,2017,145
Silver,Gold Digger IPA,Auburn Alehouse,Auburn,Lee,CA,American-Style India Pale Ale,2017,408
Silver,Pabst Blue Ribbon (PBR),Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American-Style Lager or Malt Liquor,2017,75
Silver,Mosaic Pale Ale,Lynnwood Brewing Concern - Production Facility,Raleigh,Levy,NC,American-Style Pale Ale,2017,199
Silver,Sesión Cerveza,Full Sail Brewing Co.,Hood River,Hood River,OR,American-Style Pilsener or International-Style Pilsener,2017,98
Silver,Disenchantment Blend #1,Bond Brothers Beer Co.,Cary,McHenry,NC,American-Style Sour Ale,2017,35
Silver,American Stout,Wild Wolf Brewing Co.,Nellysford,Nelson,VA,American-Style Stout,2017,60
Silver,Wolfback Ridge,Headlands Brewing Co.,Mill Valley,Marin,CA,American-Style Strong Pale Ale,2017,182
Silver,Lemon Rye,105 West Brewing Co.,Castle Rock,Douglas,CO,American-Style Wheat Beer,2017,39
Silver,Miner's Gold Hefeweizen,Lewis & Clark Brewing Co.,Helena,Shelby,MT,American-Style Wheat Beer With Yeast,2017,52
Silver,Pure Intention Pale Ale,HopSaint Brewing Co.,Torrance,Los Angeles,CA,Australian-Style or International-Style Pale Ale,2017,105
Silver,Herd Of Turtles,Bagby Beer Co.,Oceanside,San Diego,CA,Baltic-Style Porter,2017,48
Silver,No. 20 Barleywine,The Freehouse,Minneapolis,Ottawa,MN,Barley Wine-Style Ale,2017,49
Silver,Biere de Voleur,Horse Thief Hollow Brewery,Chicago,Cook,IL,Belgian- and French-Style Ale,2017,53
Silver,Breton Blonde,Metazoa Brewing Co.,Indianapolis,Marion,IN,Belgian-Style Blonde Ale or Pale Ale,2017,64
Silver,Deduction,Taxman Brewing Co.,Bargersville,Johnson,IN,Belgian-Style Dubbel or Quadrupel,2017,75
Silver,ZuurPruim,Logsdon Farmhouse Ales,Hood River,Hood River,OR,Belgian-Style Fruit Beer,2017,58
Silver,Blended 2017,Side Project Brewing,Maplewood,Ramsey,MO,Belgian-Style Lambic or Sour Ale,2017,77
Silver,It's Always Something,Peticolas Brewing Co.,Dallas,Marion,TX,Belgian-Style Strong Specialty Ale,2017,74
Silver,Rapunzel,Corridor Brewery & Provisions,Chicago,Cook,IL,Belgian-Style Tripel,2017,77
Silver,Suntrip,New Terrain Brewing Co.,Golden,Jefferson,CO,Belgian-Style Witbier,2017,78
Silver,Ringmaster Raspberry Berliner,Big Top Brewing Co.,Sarasota,Sarasota,FL,Berliner-Style Weisse,2017,72
Silver,Rock Out with Maibock Out,Hailstorm Brewing Co.,Tinley Park,Cook,IL,Bock,2017,36
Silver,Bohemian Pilsener,TAPS Fish House and Brewery - Corona,Corona,Riverside,CA,Bohemian-Style Pilsener,2017,93
Silver,Saison Trystero,Our Mutual Friend Brewing,Denver,Denver,CO,Brett Beer,2017,71
Silver,Pinch Hit Porter,Stadium Pizza Main St.,Lake Elsinore,Riverside,CA,Brown Porter,2017,57
Silver,Bad Hombre,Eight & Sand Beer Co.,Woodbury,Meriwether,NJ,Chili Beer,2017,98
Silver,Aphrodisiac Chocolate Pomegranate Imperial Stout,Cranker's Brewery,Big Rapids,Mecosta,MI,Chocolate Beer,2017,62
Silver,Extra Pale Ale,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Classic English-Style Pale Ale,2017,30
Silver,Sheehan's Stout,Rockford Brewing Co.,Rockford,Coosa,MI,Classic Irish-Style Dry Stout,2017,30
Silver,Matisse,Night Shift Brewing,Everett,Glynn,MA,Classic Saison,2017,103
Silver,It's 8 O'clock Somewhere,Torched Hop Brewing Co.,Atlanta,Columbia,GA,Coffee Beer,2017,89
Silver,Udder Chaos,RAM/Big Horn Brewery - Seattle,Seattle,King,WA,Coffee Stout or Porter,2017,114
Silver,DTB Schwarzbier,Desperate Times Brewing Co.,Carlisle,Etowah,PA,Dark Lager,2017,74
Silver,Longboard Island Lager,Kona Brewing Co.,Kailua-Kona,Honolulu,HI,Dortmunder or German-Style Oktoberfest,2017,56
Silver,St. James,Coldfire Brewing,Eugene,Cole,OR,Double Red Ale,2017,72
Silver,Shaven Yak Brown,Wichita Brewing Co. - Production,Wichita,Sedgwick,KS,English-Style Brown Ale,2017,63
Silver,Hoppy Poppy IPA,Figueroa Mountain Brewing,Buellton,Santa Barbara,CA,English-Style India Pale Ale,2017,41
Silver,Mamoot English Mild,Logboat Brewing Co.,Columbia,Houston,MO,English-Style Mild Ale,2017,44
Silver,Back In The ESSA,Monkey Paw Brewing,San Diego,San Diego,CA,English-Style Summer Ale,2017,41
Silver,Roswell: Grudge,Black Project Spontaneous & Wild Ales,Denver,Denver,CO,Experimental Beer,2017,94
Silver,Z-Man Stout,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Export Stout,2017,48
Silver,Extra Special Ale,Yards Brewing Co.,Philadelphia,Neshoba,PA,Extra Special Bitter,2017,73
Silver,No Crusts,Funky Buddha Brewery,Fort Lauderdale,Broward,FL,Field Beer,2017,87
Silver,Field to Ferment,Fremont Brewing Co.,Seattle,King,WA,Fresh or Wet Hop Ale,2017,44
Silver,Purple Line,Smylie Brothers Brewing Co.,Evanston,Cook,IL,Fruit Wheat Beer,2017,90
Silver,Sour Wench Blackberry Ale,Ballast Point Brewing Co. - Home Brew Mart,San Diego,San Diego,CA,Fruited American-Style Sour Ale,2017,105
Silver,BA Excommunication,Max Lager's Wood-Fired Grill & Brewery,Atlanta,Columbia,GA,Fruited Wood- and Barrel-Aged Sour Beer,2017,122
Silver,It's Your Fault,Piece Brewery,Chicago,Cook,IL,German-Style Altbier,2017,53
Silver,Spectator,On Tour Brewing Co.,Chicago,Cook,IL,German-Style Doppelbock or Eisbock,2017,51
Silver,Seafarer,Three Weavers Brewing Co.,Inglewood,Los Angeles,CA,German-Style Koelsch,2017,154
Silver,Oktoberfest,Rahr & Sons Brewing Co.,Fort Worth,Tarrant,TX,German-Style Maerzen,2017,122
Silver,Pilsner,Dry Dock Brewing Co. - South Dock,Aurora,Adams,CO,German-Style Pilsener,2017,145
Silver,Hidden Gem,OB Brewery,San Diego,San Diego,CA,German-Style Wheat Ale,2017,41
Silver,Meteor Shower Blonde Ale,Ghostfish Brewing Co.,Seattle,King,WA,Gluten-Free Beer,2017,33
Silver,Firemans 4,Real Ale Brewing Co.,Blanco,San Juan,TX,Golden or Blonde Ale,2017,126
Silver,80 Acre Carrot Ale,Humble Farmer Brewing Co.,Holtville,Elmore,CA,Herb and Spice Beer,2017,145
Silver,Hilltopper's Pride Kentucky Common Ale,Ironworks Brewery & Pub,Lakewood,Los Angeles,CO,Historical Beer,2017,40
Silver,Jetty Ale,Great South Bay Brewery,Bay Shore,Charlevoix,NY,Honey Beer,2017,69
Silver,Lupulin River,Knee Deep Brewing Co.,Auburn,Lee,CA,Imperial India Pale Ale,2017,221
Silver,Hop Zombie,Lone Tree Brewing Co.,Lone Tree,Douglas,CO,Imperial Red Ale,2017,41
Silver,Russian Imperial Stout,Iron Hill Brewery & Restaurant - Media,Media,Henderson,PA,Imperial Stout,2017,80
Silver,Bomber Mountain,Black Tooth Brewing Co.,Sheridan,Grant,WY,Irish-Style Red Ale,2017,80
Silver,Luchesa Lager,Oasis Texas Brewing Co.,Austin,Lonoke,TX,Kellerbier or Zwickelbier,2017,54
Silver,No. 33 Gose,The Freehouse,Minneapolis,Ottawa,MN,Leipzig-Style Gose or Contemporary Gose,2017,96
Silver,Pedal Haus Light Lager,Pedal Haus Brewery,Tempe,Maricopa,AZ,Light Lager,2017,45
Silver,10 Buck Chuck,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Mixed-Culture Brett Beer,2017,65
Silver,Moondoor Dunkel,Wibby Brewing,Longmont,Boulder,CO,Munich-Style Dunkel or European-Style Dark Lager,2017,47
Silver,Solar,Sanctum Brewing Co.,Pomona,Los Angeles,CA,Munich-Style Helles,2017,105
Silver,The Ferguson,Studio Brew,Bristol,Prowers,VA,Oatmeal Stout,2017,57
Silver,Heini's Good Cheer,Roundabout Brewery,Pittsburgh,Allegheny,PA,Old Ale or Strong Ale,2017,43
Silver,Mooey,Bonn Place Brewing,Bethlehem,Barrow,PA,Ordinary or Special Bitter,2017,34
Silver,Lux Mundi,Save the World Brewing Co.,Marble Falls,Burnet,TX,Other Belgian-Style Ale,2017,42
Silver,Laissez-Faire,Monday Night Brewing,Atlanta,Columbia,GA,Other Strong Beer,2017,40
Silver,Pumpkin Ale,Schlafly Beer/The Saint Louis Brewery,Saint Louis,Gratiot,MO,Pumpkin/Squash Beer or Pumpkin Spice Beer,2017,66
Silver,Black Strap Molasses Porter,Waikiki Brewing Co.,Honolulu,Honolulu,HI,Robust Porter,2017,97
Silver,Nighthawk Rye Pale Ale,Packinghouse Brewing Co.,Riverside,St. Clair,CA,Rye Beer,2017,49
Silver,Duck-Rabbit Wee Heavy Scotch Style Ale,Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,Scotch Ale,2017,70
Silver,McGarveys Scottish Ale,Oggi's Sports Brewhouse Pizza,San Clemente,Orange,CA,Scottish-Style Ale,2017,53
Silver,Peacekeeper,Launch Pad Brewery,Aurora,Adams,CO,Session Beer,2017,40
Silver,Patio Pounder,Twisted Pine Brewing Co.,Boulder,Boulder,CO,Session India Pale Ale,2017,130
Silver,Smoke on the Lager,Chilly Water Brewing Co.,Indianapolis,Marion,IN,Smoke Beer,2017,62
Silver,Big Horn Hefeweizen,RAM/Big Horn Brewery - Lakewood,Lakewood,Los Angeles,WA,South German-Style Hefeweizen,2017,128
Silver,Rye Hipster Brunch Stout,Odd Side Ales,Grand Haven,Ottawa,MI,Specialty Beer,2017,42
Silver,Make Hay,Cellar West Artisan Ales,Boulder,Boulder,CO,Specialty Saison,2017,81
Silver,Milk Bone,Pinellas Ale Works,Saint Petersburg,Pinellas,FL,Sweet Stout or Cream Stout,2017,69
Silver,Vienna Lager,Lost Forty Brewing,Little Rock,Pulaski,AR,Vienna-Style Lager,2017,87
Silver,Magpie Muckle,Sun King Brewing Co.,Indianapolis,Marion,IN,Wood- and Barrel-Aged Beer,2017,70
Silver,Train to Beersel,Bruery Terreux,Anaheim,Orange,CA,Wood- and Barrel-Aged Sour Beer,2017,86
Silver,Woods Monk,Odyssey Beerwerks,Arvada,Jefferson,CO,Wood- and Barrel-Aged Strong Beer,2017,175
Silver,Maman 2017,Perennial Artisan Ales,Saint Louis,Gratiot,MO,Wood- and Barrel-Aged Strong Stout,2017,154
Bronze,There is No Quad,The BottleHouse Brewery And Meadery,Cleveland,Blount,OH,Aged Beer,2017,26
Bronze,5 & 20 IPA,Nedloh Brewing Co.,Bloomfield,Sonoma,NY,American-Belgo-Style Ale,2017,53
Bronze,Rod’s Steam Bitter,Second Street Brewery,Santa Fe,Alachua,NM,American-Style Amber Lager,2017,70
Bronze,Blue Bridge,Galveston Island Brewing,Galveston,Cass,TX,American-Style Amber/Red Ale,2017,90
Bronze,Midnight Moonlight,Fat Head's Brewery,Middleburg Heights,Cuyahoga,OH,American-Style Black Ale,2017,54
Bronze,Machine Gun Teddy,Goldwater Brewing Co.,Scottsdale,Maricopa,AZ,American-Style Brown Ale,2017,90
Bronze,Artifexican,Artifex Brewing Co.,San Clemente,Orange,CA,American-Style Cream Ale,2017,92
Bronze,Elvis Juice,BrewDog Brewing Co.,Canal Winchester,Fairfield,OH,American-Style Fruit Beer,2017,145
Bronze,Breakside IPA,Breakside Brewery & Taproom,Milwaukie,Clackamas,OR,American-Style India Pale Ale,2017,408
Bronze,Sun Grown Fresh Craft Lager,The Sycamore Brewing Cannery,Charlotte,Clinton,NC,American-Style Lager or Malt Liquor,2017,75
Bronze,Triple Tail,SweetWater Brewing Co.,Atlanta,Columbia,GA,American-Style Pale Ale,2017,199
Bronze,Lemon Pils,Elk Horn Brewery,Eugene,Cole,OR,American-Style Pilsener or International-Style Pilsener,2017,98
Bronze,Yeast of Eden - Skeptics & Believers,Alvarado Street Brewery,Salinas,Monterey,CA,American-Style Sour Ale,2017,35
Bronze,Night of the Living Stout,Full Pint Brewing Co.,North Versailles,#N/A,PA,American-Style Stout,2017,60
Bronze,Breakside Stay West,Breakside Brewery + Beer Hall,Portland,Ashley,OR,American-Style Strong Pale Ale,2017,182
Bronze,Fieldhouse Wheat,Triton Brewing Co.,Indianapolis,Marion,IN,American-Style Wheat Beer,2017,39
Bronze,Wrangler Wheat,Figueroa Mountain Brewing - Santa Barbara,Santa Barbara,Santa Barbara,CA,American-Style Wheat Beer With Yeast,2017,52
Bronze,Cannonball Australian-Style Pale Ale,Scottsdale Beer Co.,Scottsdale,Maricopa,AZ,Australian-Style or International-Style Pale Ale,2017,105
Bronze,Powers of Observation,Ocelot Brewing Co.,Dulles,#N/A,VA,Baltic-Style Porter,2017,48
Bronze,Behemoth,One Barrel Brewing Co.,Madison,Madison,WI,Barley Wine-Style Ale,2017,49
Bronze,Working Title,Perennial Artisan Ales,Saint Louis,Gratiot,MO,Belgian- and French-Style Ale,2017,53
Bronze,Belgian Pale Ale,Redwood Curtain Brewing Co.,Arcata,Humboldt,CA,Belgian-Style Blonde Ale or Pale Ale,2017,64
Bronze,Four Fat Baby,Hillman Beer,Asheville,Buncombe,NC,Belgian-Style Dubbel or Quadrupel,2017,75
Bronze,Cherry Busey,Sun King Brewing Co.,Indianapolis,Marion,IN,Belgian-Style Fruit Beer,2017,58
Bronze,Drinking with Friends,Mraz Brewing Co.,El Dorado Hills,El Dorado,CA,Belgian-Style Lambic or Sour Ale,2017,77
Bronze,Smells Like Money,BearWaters Brewing Co.,Canton,Cherokee,NC,Belgian-Style Strong Specialty Ale,2017,74
Bronze,Tripel Horse,River Horse Brewing Co.,Ewing,Franklin,NJ,Belgian-Style Tripel,2017,77
Bronze,Witte Ale,Brewery Ommegang,Cooperstown,Otsego,NY,Belgian-Style Witbier,2017,78
Bronze,Blackberry Table Sour,Baere Brewing Co.,Denver,Denver,CO,Berliner-Style Weisse,2017,72
Bronze,Mountain Series: Maibock,Breckenridge Brewery,Littleton,Arapahoe,CO,Bock,2017,36
Bronze,Torch Pilsner,Foothills Brewing Co.,Winston - Salem,#N/A,NC,Bohemian-Style Pilsener,2017,93
Bronze,Touch of Brett Mosaic,Alesong Brewing & Blending,Eugene,Cole,OR,Brett Beer,2017,71
Bronze,Man Full of Trouble,Dock Street Brewery,Philadelphia,Neshoba,PA,Brown Porter,2017,57
