id,Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
709,Bronze,Pier Rat Porter,Pizza Port San Clemente,San Clemente,Orange,CA,Robust Porter,2011,62
710,Bronze,Shaft House Stout,Dostal Alley Brewpub & Casino,Central City,Sebastian,CO,Classic Irish Style Dry Stout,2011,24
711,Bronze,Z-Man Stout,Pizza Port Ocean Beach,San Diego,San Diego,CA,Foreign Style Stout,2011,23
712,Bronze,Disorder Stout,Barley Brown’s Brew Pub,Baker City,Baker,OR,American Style Stout,2011,37
713,Bronze,Outlaw Oatmeal Stout,Great Basin Brewing Co.,Sparks,Cook,NV,Sweet Stout,2011,19
714,Bronze,Stagecoach Stout,Figueroa Mountain Brewing Co.,Buellton,Santa Barbara,CA,Oatmeal Stout,2011,36
715,Bronze,IMOS,Max Lager’s Wood-Fired Grill & Brewery,Atlanta,Columbia,GA,Imperial Stout,2011,56
716,Bronze,Old Chub Scotch Ale,Oskar Blues Brewery,Longmont,Boulder,CO,Scotch Ale,2011,39
717,Bronze,Arctic Alchemy,Fegley’s Brew Works,Allentown,Santa Rosa,PA,Old Ale or Strong Ale,2011,35
718,Bronze,Johan the Barleywine,Sun King Brewing Co.,Indianapolis,Marion,IN,Barley Wine Style Ale,2011,42
719,Gold,2010 Old Trainwreck Barleywine,Silver Moon Brewing,Bend,Tehama,OR,Aged Beer,2012,24
720,Gold,Le Freak,Green Flash Brewing Co.,San Diego,San Diego,CA,American Belgo Style Ale,2012,71
721,Gold,Point Oktoberfest,Stevens Point Brewery,Stevens Point,Portage,WI,American Style Amber Lager,2012,45
722,Gold,Hopback Amber Ale,Tröegs Brewing Co.,Hershey,Lincoln,PA,American Style Amber/Red Ale,2012,87
723,Gold,Wookey Jack,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American Style Black Ale,2012,61
724,Gold,Seizoen Bretta,Logsdon Farmhouse Ales,Hood River,Hood River,OR,American Style Brett Ale,2012,29
725,Gold,Face Down Brown,Telluride Brewing Co.,Telluride,San Miguel,CO,American Style Brown Ale,2012,61
726,Gold,Shiner Bock,Spoetzl Brewery,Shiner,Lavaca,TX,American Style Dark Lager,2012,12
727,Gold,IPA,Tap It Brewing Co.,San Luis Obispo,San Luis Obispo,CA,American Style India Pale Ale,2012,203
728,Gold,Pabst Blue Ribbon,Pabst Brewing Co.,Los Angeles,Los Angeles,CA,"American Style Lager, Light Lager or Premium Lager",2012,51
729,Gold,Gold Country Pilsner,Auburn Alehouse,Auburn,Lee,CA,American Style or International Style Pilsener,2012,26
730,Gold,Brickstone APA,Brickstone Brewery,Bourbonnais,Kankakee,IL,American Style Pale Ale,2012,109
731,Gold,Barrel Select - Gold,Captain Lawrence Brewing Co.,Elmsford,Westchester,NY,American Style Sour Ale,2012,34
732,Gold,Henry Weinhard's Blue Boar Pale Ale,Blitz-Weinhard Brewing,Hood River,Hood River,OR,American Style Specialty Lager or Cream Ale or Lager,2012,34
733,Gold,Order in the Port,Pizza Port San Clemente,San Clemente,Orange,CA,American Style Stout,2012,43
734,Gold,Melvin,Thai Me Up Brewery,Jackson,Clarke,WY,American Style Strong Pale Ale,2012,111
735,Gold,Wagon Box Wheat,Black Tooth Brewing Co.,Sheridan,Grant,WY,American Style Wheat Beer,2012,29
736,Gold,MBC Wheat Ale,Montana Brewing Co.,Billings,Christian,MT,American Style Wheat Beer with Yeast,2012,29
737,Gold,The Hammer,Rock Bottom King of Prussia,King of Prussia,Montgomery,PA,Baltic Style Porter,2012,31
738,Gold,Johan the Barleywine,Sun King Brewing Co.,Indianapolis,Marion,IN,Barley Wine Style Ale,2012,51
739,Gold,Saint's Devotion,The Lost Abbey,San Marcos,San Diego,CA,Belgian  and French Style Ale,2012,68
740,Gold,Green Flash Trippel,Green Flash Brewing Co.,San Diego,San Diego,CA,Belgian Style Abbey Ale,2012,86
741,Gold,Sour Reserve,Upland Brewing Co.,Bloomington,San Bernardino,IN,Belgian Style Lambic or Sour Ale,2012,42
742,Gold,Deceit,Funkwerks,Fort Collins,Larimer,CO,Belgian Style Strong Specialty Ale,2012,51
743,Gold,ZON,Boulevard Brewing Co.,Kansas City,Wyandotte,MO,Belgian Style Witbier,2012,50
744,Gold,Butt Head Bock,Tommyknocker Brewery,Idaho Springs,Clear Creek,CO,Bock,2012,33
745,Gold,Hometown Blonde,New Glarus Brewing Co.,New Glarus,Green,WI,Bohemian Style Pilsener,2012,53
746,Gold,Pluff Mud Porter,Holy City Brewing,North Charleston,Charleston,SC,Brown Porter,2012,44
747,Gold,Cocoa for Coconuts,Chicago Brewing Co.,Las Vegas,Clark,NV,Chocolate Beer,2012,39
748,Gold,Royal Scandal,Peticolas Brewing Co.,Dallas,Marion,TX,Classic English Style Pale Ale,2012,29
749,Gold,Seaside Stout,Pizza Port Solana Beach,Solana Beach,San Diego,CA,Classic Irish Style Dry Stout,2012,16
750,Gold,Smog City Groundwork Coffee Porter,Tustin Brewing Co.,Tustin,Orange,CA,Coffee Beer,2012,63
751,Gold,Move Back,The SandLot,Denver,Denver,CO,Dortmunder or German Style Oktoberfest,2012,23
752,Gold,Sierra Blanca Nut Brown Ale,Sierra Blanca Brewing Co.,Moriarty,Torrance,NM,English Style Brown Ale,2012,46
753,Gold,India Pale Ale,Goose Island Beer Co.,Chicago,Cook,IL,English Style India Pale Ale,2012,54
754,Gold,Bristlecone,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,English Style Mild Ale,2012,31
755,Gold,Cross of Gold,Revolution Brewing,Chicago,Cook,IL,English Style Summer Ale,2012,38
756,Gold,Knight Ryder Munich Dunkel,Equinox Brewing Co.,Fort Collins,Larimer,CO,European Style Dunkel,2012,20
757,Gold,Redrock Paardebloem,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,Experimental Beer,2012,62
758,Gold,Crystal Bitter Ale,No-Li Brewhouse,Spokane,Concordia,WA,Extra Special Bitter,2012,53
759,Gold,Whole Hog Pumpkin Ale,Stevens Point Brewery,Stevens Point,Portage,WI,Field Beer or Pumpkin Beer,2012,63
760,Gold,Starry Night Stout,Island Brewing Co.,Carpinteria,Santa Barbara,CA,Foreign Style Stout,2012,25
761,Gold,Saison,Funkwerks,Fort Collins,Larimer,CO,French  and Belgian Style Saison,2012,68
762,Gold,Estate Homegrown Ale,Sierra Nevada Brewing Co.,Chico,Butte,CA,Fresh Hop Ale,2012,34
763,Gold,Dry Dock Apricot Blonde,Dry Dock Brewing Co.,Aurora,Adams,CO,Fruit Beer,2012,58
764,Gold,Ruby Raspberry Wheat,Mad Anthony Brewing Co.,Fort Wayne,Allen,IN,Fruit Wheat Beer,2012,38
765,Gold,Balt Altbier,Union Craft Brewing Co.,Baltimore,Baltimore (city),MD,German Style Altbier,2012,35
766,Gold,Uber Bock,Great Dane Pub & Brewing Co.,Madison,Madison,WI,German Style Doppelbock or Eisbock,2012,19
767,Gold,Capital City Kolsch,Blind Tiger Brewery & Restaurant,Topeka,Mason,KS,German Style Kölsch,2012,61
768,Gold,Shiner Oktoberfest,Spoetzl Brewery,Shiner,Lavaca,TX,German Style Märzen,2012,69
769,Gold,Sunshine Pils,Tröegs Brewing Co.,Hershey,Lincoln,PA,German Style Pilsener,2012,52
770,Gold,Shiner Bohemian Black Lager,Spoetzl Brewery,Shiner,Lavaca,TX,German Style Schwarzbier,2012,32
771,Gold,Berliner Metro Weiss,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,German Style Sour Ale,2012,29
772,Gold,Wildpitch Hefeweizen,The SandLot,Denver,Denver,CO,German Style Wheat Ale,2012,23
773,Gold,Nikki's Gluten Free Honey Pale Ale,Rock Bottom Arlington,Arlington,Maricopa,VA,Gluten Free Beer,2012,20
774,Gold,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Golden or Blonde Ale,2012,67
775,Gold,Sweet Heat,Burnside Brewing Co.,Portland,Ashley,OR,Herb and Spice Beer,2012,114
776,Gold,2 X 4,Thai Me Up Brewery,Jackson,Clarke,WY,Imperial India Pale Ale,2012,128
777,Gold,Organic Deranger Imperial Red Ale,Laurelwood Brewing Co.,Portland,Ashley,OR,Imperial Red Ale,2012,60
778,Gold,Anastasia Russian Imperial Stout,Weasel Boy Brewing Co.,Zanesville,Wells,OH,Imperial Stout,2012,58
779,Gold,Got Beer,BJ's Restaurant & Brewery - Boulder,Boulder,Boulder,CO,Indigenous Beer,2012,27
780,Gold,River Runners Pale Ale,Eddyline Brewing,Buena Vista,Ouachita,CO,International Style Pale Ale,2012,29
781,Gold,Irish Red,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,Irish Style Red Ale,2012,48
782,Gold,Bottle Rocket,Uncle Billy's Brew & Que - Lake Travis,Austin,Lonoke,TX,Kellerbier or Zwickelbier,2012,32
783,Gold,6X Helles,CB & Potts Restaurant & Brewery - Fort Collins,Fort Collins,Larimer,CO,Munich Style Helles,2012,42
784,Gold,Oats,Pizza Port Solana Beach,Solana Beach,San Diego,CA,Oatmeal Stout,2012,45
785,Gold,Heini's Hooch,The Church Brew Works,Pittsburgh,Allegheny,PA,Old Ale or Strong Ale,2012,31
786,Gold,DBA,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Ordinary or Special Bitter,2012,37
787,Gold,Reverb Imperial Pilsner,Boulevard Brewing Co.,Kansas City,Wyandotte,MO,Other Strong Beer,2012,55
788,Gold,Gramarye,Heretic Brewing Co.,Pittsburg,Contra Costa,CA,Rye Beer,2012,62
789,Gold,Way Heavy,Pizza Port San Clemente,San Clemente,Orange,CA,Scotch Ale,2012,44
790,Gold,Wee Heavy,Maui Brewing Co.,Lahaina,Maui,HI,Scottish Style Ale,2012,29
791,Gold,Twerp,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Session Beer,2012,67
792,Gold,Bambastic,Fort Collins Brewery,Fort Collins,Larimer,CO,Smoke Beer,2012,50
793,Gold,DreamWeaver Wheat,Tröegs Brewing Co.,Hershey,Lincoln,PA,South German Style Hefeweizen,2012,70
794,Gold,Hazelnut Brown Nectar,Rogue Brewery,Newport,Jackson,OR,Specialty Beer,2012,35
795,Gold,West Bound Braggot,Twisted Pine Brewing Co.,Boulder,Boulder,CO,Specialty Honey Beer,2012,33
796,Gold,Udder Love,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,Sweet Stout,2012,32
797,Gold,Vienna Lager,Devils Backbone Brewing Co. - Outpost,Lexington,Lauderdale,VA,Vienna Style Lager,2012,36
798,Gold,Jerry Maker,BJ's Restaurant & Brewery - Chandler,Chandler,Maricopa,AZ,Wood  and Barrel Aged Beer,2012,51
799,Gold,Lady Of The Woods,Cisco Brewers,Nantucket,Nantucket,MA,Wood  and Barrel Aged Sour Beer,2012,70
800,Gold,The Manhattan Project,The Beer Co.,San Diego,San Diego,CA,Wood  and Barrel Aged Strong Beer,2012,103
801,Gold,Fourteen Fourteen,Central Waters Brewing Co.,Amherst,Phillips,WI,Wood  and Barrel Aged Strong Stout,2012,65
802,Silver,2004 Triple Exultation,Eel River Brewing Co.,Fortuna,Humboldt,CA,Aged Beer,2012,24
803,Silver,Chainbreaker WIPA,Deschutes Brewery,Bend,Tehama,OR,American Belgo Style Ale,2012,71
804,Silver,Staghorn Octoberfest,New Glarus Brewing Co.,New Glarus,Green,WI,American Style Amber Lager,2012,45
805,Silver,Fixed Gear American Red Ale,Lakefront Brewery,Milwaukee,Milwaukee,WI,American Style Amber/Red Ale,2012,87
806,Silver,Turmoil,Barley Brown's Brew Pub,Baker City,Baker,OR,American Style Black Ale,2012,61
807,Silver,Flemish Kiss,The Commons Brewery,Portland,Ashley,OR,American Style Brett Ale,2012,29
808,Silver,Upslope Brown Ale,Upslope Brewing Co.,Boulder,Boulder,CO,American Style Brown Ale,2012,61
809,Silver,Old Virginia Dark,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,American Style Dark Lager,2012,12
810,Silver,Pallet Jack IPA,Barley Brown's Brew Pub,Baker City,Baker,OR,American Style India Pale Ale,2012,203
811,Silver,Miller Lite,Miller Brewing Co.,Milwaukee,Milwaukee,WI,"American Style Lager, Light Lager or Premium Lager",2012,51
812,Silver,Redhook Pilsner,Redhook Brewery Woodinville,Woodinville,King,WA,American Style or International Style Pilsener,2012,26
813,Silver,The Weight,Piece Brewery,Chicago,Cook,IL,American Style Pale Ale,2012,109
814,Silver,Red Poppy,The Lost Abbey,San Marcos,San Diego,CA,American Style Sour Ale,2012,34
815,Silver,Old Style,Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American Style Specialty Lager or Cream Ale or Lager,2012,34
816,Silver,American Stout,10 Barrel Brewing Co.,Bend,Tehama,OR,American Style Stout,2012,43
817,Silver,Lumberyard IPA,Lumberyard Brewing Co.,Flagstaff,Coconino,AZ,American Style Strong Pale Ale,2012,111
818,Silver,Shredders Wheat,Barley Brown's Brew Pub,Baker City,Baker,OR,American Style Wheat Beer,2012,29
819,Silver,Tumblewheat,Altitude Chophouse and Brewery,Laramie,Albany,WY,American Style Wheat Beer with Yeast,2012,29
820,Silver,Danzig,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,Baltic Style Porter,2012,31
821,Silver,Barley Wine,Charleville Vineyard & Microbrewery,Ste. Genevieve,#N/A,MO,Barley Wine Style Ale,2012,51
822,Silver,Your Favorite Foreign Movie,DC Brau Brewing Co.,Washington,Hempstead,DC,Belgian  and French Style Ale,2012,68
823,Silver,Sanitarium,Bier Brewery,Indianapolis,Marion,IN,Belgian Style Abbey Ale,2012,86
824,Silver,Barrel Select - FO/BB,Captain Lawrence Brewing Co.,Elmsford,Westchester,NY,Belgian Style Lambic or Sour Ale,2012,42
825,Silver,Rhinoceros,Telegraph Brewing Co.,Santa Barbara,Santa Barbara,CA,Belgian Style Strong Specialty Ale,2012,51
826,Silver,White Rascal,Avery Brewing Co.,Boulder,Boulder,CO,Belgian Style Witbier,2012,50
827,Silver,Elixer Maibock,Mad Fox Brewing Co.,Falls Church,Falls Church (city),VA,Bock,2012,33
828,Silver,Summit Pilsener,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Bohemian Style Pilsener,2012,53
829,Silver,Exodus,SweetWater Brewing Co.,Atlanta,Columbia,GA,Brown Porter,2012,44
830,Silver,X - 1,DuClaw Brewing Co.,Bel Air,Harford,MD,Chocolate Beer,2012,39
831,Silver,Gayle Force Pale Ale,Wind River Brewing Co.,Pinedale,Navajo,WY,Classic English Style Pale Ale,2012,29
832,Silver,Oyster Stout,Stewart's Brewing Co.,Bear,New Castle,DE,Classic Irish Style Dry Stout,2012,16
833,Silver,Hazelnut Coffee Cream Stout,Redwood Brewing Co.,Flint,Genesee,MI,Coffee Beer,2012,63
834,Silver,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,Clarke,WY,Dortmunder or German Style Oktoberfest,2012,23
835,Silver,Red Hydrant Ale,Big Dog's Brewing Co.,Las Vegas,Clark,NV,English Style Brown Ale,2012,46
836,Silver,Silverspot IPA,Pelican Pub & Brewery,Pacific City,Tillamook,OR,English Style India Pale Ale,2012,54
837,Silver,Breakside Session Brown,Breakside Brewery,Portland,Ashley,OR,English Style Mild Ale,2012,31
838,Silver,Sum'r,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,English Style Summer Ale,2012,38
839,Silver,Pious Monk Dunkel,The Church Brew Works,Pittsburgh,Allegheny,PA,European Style Dunkel,2012,20
840,Silver,Petit Obscura,Telegraph Brewing Co.,Santa Barbara,Santa Barbara,CA,Experimental Beer,2012,62
841,Silver,The Tower E.S.B.,Bull & Bush Brewery,Denver,Denver,CO,Extra Special Bitter,2012,53
842,Silver,Anaheim IPA,RAM Restaurant and Brewery - Indianapolis,Indianapolis,Marion,IN,Field Beer or Pumpkin Beer,2012,63
843,Silver,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,Highlands,NY,Foreign Style Stout,2012,25
844,Silver,Saison,Aspen Brewing Co.,Aspen,Pitkin,CO,French  and Belgian Style Saison,2012,68
845,Silver,HopTime Harvest Ale,Russian River Brewing Co.,Santa Rosa,Pima,CA,Fresh Hop Ale,2012,34
846,Silver,ChChChCh-Cherry Bomb,Thai Me Up Brewery,Jackson,Clarke,WY,Fruit Beer,2012,58
847,Silver,Leinenkugel's Summer Shandy,Jacob Leinenkugel Brewing Co.,Chippewa Falls,Chippewa,WI,Fruit Wheat Beer,2012,38
848,Silver,Land's End Amber,Kannah Creek Brewing Co.,Grand Junction,Mesa,CO,German Style Altbier,2012,35
849,Silver,Samuel Adams Double Bock,Boston Beer Co. - Samuel Adams Cincinnati Brewery,Cincinnati,Appanoose,OH,German Style Doppelbock or Eisbock,2012,19
850,Silver,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,Norfolk,WA,German Style Kölsch,2012,61
851,Silver,Mecktoberfest,The Olde Mecklenburg Brewery,Charlotte,Clinton,NC,German Style Märzen,2012,69
852,Silver,Hans' Pils,Real Ale Brewing Co.,Blanco,San Juan,TX,German Style Pilsener,2012,52
853,Silver,Baba,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,German Style Schwarzbier,2012,32
854,Silver,German Sparkle Party,10 Barrel Brewing Co.,Bend,Tehama,OR,German Style Sour Ale,2012,29
855,Silver,AlpenGlow,Fat Heads Brewery & Saloon,North Olmsted,Cuyahoga,OH,German Style Wheat Ale,2012,23
856,Silver,Brown,New Planet Beer Co.,Boulder,Boulder,CO,Gluten Free Beer,2012,20
857,Silver,Firemans #4,Real Ale Brewing Co.,Blanco,San Juan,TX,Golden or Blonde Ale,2012,67
858,Silver,CBC Heather Ale,Cambridge Brewing Co.,Cambridge,Washington,MA,Herb and Spice Beer,2012,114
859,Silver,Café Racer 15,Bear Republic Brewing Co. - Healdsburg,Healdsburg,Sonoma,CA,Imperial India Pale Ale,2012,128
860,Silver,Imperial Red,Marble Brewery,Albuquerque,Bernalillo,NM,Imperial Red Ale,2012,60
861,Silver,Imperial Stout,Sierra Nevada Brewing Co.,Chico,Butte,CA,Imperial Stout,2012,58
862,Silver,Signature Gratzer,choc Beer Co.,Krebs,Pittsburg,OK,Indigenous Beer,2012,27
863,Silver,Southern Chaos,Hollister Brewing Co.,Goleta,Santa Barbara,CA,International Style Pale Ale,2012,29
864,Silver,TAPS Irish Red,TAPS Fish House & Brewery,Brea,Orange,CA,Irish Style Red Ale,2012,48
865,Silver,Redrock Organic Zwickel Bier,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,Kellerbier or Zwickelbier,2012,32
866,Silver,Session Premium Lager,Full Sail Brewing Co.,Hood River,Hood River,OR,Munich Style Helles,2012,42
867,Silver,Stumbler's Stout,Columbia River Brewing Co.,Portland,Ashley,OR,Oatmeal Stout,2012,45
868,Silver,Papier,The Bruery,Anaheim,Orange,CA,Old Ale or Strong Ale,2012,31
869,Silver,Mens Room Original Red Ale,Elysian Brewing Co.,Seattle,King,WA,Ordinary or Special Bitter,2012,37
870,Silver,Heart of Gold,Perennial Artisan Ales,Saint Louis,Gratiot,MO,Other Strong Beer,2012,55
871,Silver,Coco Loco,NoDa Brewing Co.,Charlotte,Clinton,NC,Robust Porter,2012,62
872,Silver,Kyles Baltic Porter,Flat Branch Pub and Brewery,Columbia,Houston,MO,Rye Beer,2012,62
873,Silver,Iron Thistle,Rahr & Sons Brewing,Fort Worth,Tarrant,TX,Scotch Ale,2012,44
874,Silver,Isle of Skye Scottish Ale,Boscos Brewing Co.,Memphis,Pickens,TN,Scottish Style Ale,2012,29
875,Silver,Dock Street/Thiriez Table Saison,Dock Street Brewery,Philadelphia,Neshoba,PA,Session Beer,2012,67
876,Silver,Rauchtoberfest,Iron Hill Brewery & Restaurant - Lancaster,Lancaster,Los Angeles,PA,Smoke Beer,2012,50
877,Silver,Ebel's Weiss,Two Brothers Brewing Co.,Warrenville,DuPage,IL,South German Style Hefeweizen,2012,70
878,Silver,Alaskan Birch Bock,Alaskan Brewing Co.,Juneau,Juneau,AK,Specialty Beer,2012,35
879,Silver,George's Fault,Nodding Head Brewing Co.,Philadelphia,Neshoba,PA,Specialty Honey Beer,2012,33
880,Silver,Milk Stout,Rock Bottom Westminster,Westminster,Orange,CO,Sweet Stout,2012,32
881,Silver,Chuckanut Vienna Lager,Chuckanut Brewery,Bellingham,Norfolk,WA,Vienna Style Lager,2012,36
882,Silver,Bourbon Barrel Aged Night Sail,Island Brewing Co.,Carpinteria,Santa Barbara,CA,Wood  and Barrel Aged Beer,2012,51
883,Silver,Sentience,Crooked Stave Artisan Beer Project,Denver,Denver,CO,Wood  and Barrel Aged Sour Beer,2012,70
884,Silver,Pappy Van Muckle,Sun King Brewing Co.,Indianapolis,Marion,IN,Wood  and Barrel Aged Strong Beer,2012,103
885,Silver,Silva Stout,Green Flash Brewing Co.,San Diego,San Diego,CA,Wood  and Barrel Aged Strong Stout,2012,65
886,Bronze,Lovely Cherry Baltic Porter,Bend Brewing Co.,Bend,Tehama,OR,Aged Beer,2012,24
887,Bronze,A Little Crazy,Revolution Brewing,Chicago,Cook,IL,American Belgo Style Ale,2012,71
888,Bronze,Uberbrau,Humperdinks Restaurant and Brewery,Dallas,Marion,TX,American Style Amber Lager,2012,45
889,Bronze,Winterhook,Redhook Brewery Woodinville,Woodinville,King,WA,American Style Amber/Red Ale,2012,87
890,Bronze,Black IPA,Iron Hill Brewery & Restaurant - Wilmington,Wilmington,New Castle,DE,American Style Black Ale,2012,61
891,Bronze,TPS Report,Trinity Brewing Co.,Colorado Springs,El Paso,CO,American Style Brett Ale,2012,29
892,Bronze,Redrock Nut Brown Ale,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,American Style Brown Ale,2012,61
893,Bronze,Session Black Premium Dark Lager,Full Sail Brewing Co.,Hood River,Hood River,OR,American Style Dark Lager,2012,12
894,Bronze,Duet,Alpine Beer Co.,Alpine,Apache,CA,American Style India Pale Ale,2012,203
895,Bronze,Keystone Light,Coors Brewing Co.,Golden,Jefferson,CO,"American Style Lager, Light Lager or Premium Lager",2012,51
896,Bronze,Gold Leaf Lager,Devils Backbone Brewing Co. - Outpost,Lexington,Lauderdale,VA,American Style or International Style Pilsener,2012,26
897,Bronze,Zombie Dust,Three Floyds Brewing Co.,Munster,Lake,IN,American Style Pale Ale,2012,109
898,Bronze,Fitger's Framboise,Fitger's Brewhouse,Duluth,Gwinnett,MN,American Style Sour Ale,2012,34
899,Bronze,Mickey's Malt Liquor,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American Style Specialty Lager or Cream Ale or Lager,2012,34
900,Bronze,Ironman,Free State Brewing Co.,Lawrence,McHenry,KS,American Style Stout,2012,43
901,Bronze,Laughing Dog IPA,Laughing Dog Brewing,Ponderay,Bonner,ID,American Style Strong Pale Ale,2012,111
902,Bronze,American Wheat,Gella's Diner and Lb. Brewing Co.,Hays,Ellis,KS,American Style Wheat Beer,2012,29
903,Bronze,Wrangler Wheat,Figueroa Mountain Brewing Co.,Buellton,Santa Barbara,CA,American Style Wheat Beer with Yeast,2012,29
904,Bronze,Polska Porter,American Brewing Co.,Edmonds,Madison,WA,Baltic Style Porter,2012,31
905,Bronze,Dr. StrangeLove,Strange Brewing Co.,Denver,Denver,CO,Barley Wine Style Ale,2012,51
906,Bronze,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,DuPage,IL,Belgian  and French Style Ale,2012,68
907,Bronze,ABT 12,Dock Street Brewery,Philadelphia,Neshoba,PA,Belgian Style Abbey Ale,2012,86
908,Bronze,Sans Pagaie,The Bruery,Anaheim,Orange,CA,Belgian Style Lambic or Sour Ale,2012,42
909,Bronze,AleSmith Grand Cru,AleSmith Brewing Co.,San Diego,San Diego,CA,Belgian Style Strong Specialty Ale,2012,51
910,Bronze,White Lightning Belgian White,Full Pint Brewing Co.,North Versailles,#N/A,PA,Belgian Style Witbier,2012,50
